Unnamed: 0,Title,Author,Published,Link
287,基于社区移动医疗的心律失常筛查方案真实世界研究,"Liu, H.",27-Sep-22,https://pureportal.coventry.ac.uk/en/publications/%E5%9F%BA%E4%BA%8E%E7%A4%BE%E5%8C%BA%E7%A7%BB%E5%8A%A8%E5%8C%BB%E7%96%97%E7%9A%84%E5%BF%83%E5%BE%8B%E5%A4%B1%E5%B8%B8%E7%AD%9B%E6%9F%A5%E6%96%B9%E6%A1%88%E7%9C%9F%E5%AE%9E%E4%B8%96%E7%95%8C%E7%A0%94%E7%A9%B6
288,24-hour movement behaviors and fitness in preschoolers: A compositional and isotemporal reallocation analysis,"Clark, C.",Jun-21,https://pureportal.coventry.ac.uk/en/publications/24-hour-movement-behaviors-and-fitness-in-preschoolers-a-composit
289,24-hour movement behaviour and executive function in preschoolers: a compositional and isotemporal reallocation analysis,"Clark, C.",2021,https://pureportal.coventry.ac.uk/en/publications/24-hour-movement-behaviour-and-executive-function-in-preschoolers
290,A button that tells your boss you’re unhappy: why mental health wearables could be bad news at work,"Whelan, M.",8-Feb-21,https://pureportal.coventry.ac.uk/en/publications/a-button-that-tells-your-boss-youre-unhappy-why-mental-health-wea
291,"A case-control study of Dietary Approaches to Stop Hypertension (DASH) diets, colorectal cancer and adenomas among Iranian population","Clark, C. C. T.",25-Sep-21,https://pureportal.coventry.ac.uk/en/publications/a-case-control-study-of-dietary-approaches-to-stop-hypertension-d
292,Accessible virtual arts recreation for wellbeing promotion in long-term care residents,"Szczepura, A.",May-21,https://pureportal.coventry.ac.uk/en/publications/accessible-virtual-arts-recreation-for-wellbeing-promotion-in-lon
293,Acute Effects of Different Plyometric and Strength Exercises on Balance Performance in Youth Weightlifters,"Clark, C. C. T.",14-Sep-21,https://pureportal.coventry.ac.uk/en/publications/acute-effects-of-different-plyometric-and-strength-exercises-on-b
294,A digital lifestyle behaviour change intervention for the prevention of type 2 diabetes: A qualitative study exploring intuitive engagement with real-time glucose and physical activity feedback,"Whelan, M.",12-Jan-21,https://pureportal.coventry.ac.uk/en/publications/a-digital-lifestyle-behaviour-change-intervention-for-the-prevent
295,A Digital Self-management Program (Help to Overcome Problems Effectively) for People Living With Cancer: Feasibility Randomized Controlled Trial ,"Wright, H.",5-Nov-21,https://pureportal.coventry.ac.uk/en/publications/a-digital-self-management-program-help-to-overcome-problems-effec
296,Adult social care in England: revive the role of gerontological nurse specialist,"Szczepura, A. K.",22-Oct-21,https://pureportal.coventry.ac.uk/en/publications/adult-social-care-in-england-revive-the-role-of-gerontological-nu
297,Adult social care in England: revive the role of gerontological nurse specialist,"Szczepura, A.",22-Oct-21,https://pureportal.coventry.ac.uk/en/publications/adult-social-care-in-england-revive-the-role-of-gerontological-nu-2
298,"Adverse Effects and Safety of Etirinotecan Pegol, a Novel Topoisomerase Inhibitor, In Cancer Treatment: A Systematic Review","Clark, C. C. T.",Aug-21,https://pureportal.coventry.ac.uk/en/publications/adverse-effects-and-safety-of-etirinotecan-pegol-a-novel-topoisom
299,A meta-analysis of metal biosorption by suspended bacteria from three phyla,"Coupe, S. J.",1-Apr-21,https://pureportal.coventry.ac.uk/en/publications/a-meta-analysis-of-metal-biosorption-by-suspended-bacteria-from-t
300,A negative association of dietary advanced glycation end products with obesity and body composition in Iranian adults,"Clark, C.",28-Feb-21,https://pureportal.coventry.ac.uk/en/publications/a-negative-association-of-dietary-advanced-glycation-end-products
301,Anemia prevalence in women of reproductive age in low- and middle-income countries between 2000 and 2018,,12-Oct-21,https://pureportal.coventry.ac.uk/en/publications/anemia-prevalence-in-women-of-reproductive-age-in-low-and-middle-
302,A Network Perspective on the Relationship Between Moderate to Vigorous Physical Activity and Fundamental Motor Skills in Early Childhood,"Clark, C. C. T.",25-May-21,https://pureportal.coventry.ac.uk/en/publications/a-network-perspective-on-the-relationship-between-moderate-to-vig
303,An interpretative phenomenological study exploring the lived experiences of participation in a mindfulness and compassion course,"Percy, C.",30-Jun-21,https://pureportal.coventry.ac.uk/en/publications/an-interpretative-phenomenological-study-exploring-the-lived-expe
304,A ray of HOPE: digital self-management for people living with cancer during COVID-19,"Wright, H.",26-Jan-21,https://pureportal.coventry.ac.uk/en/publications/a-ray-of-hope-digital-self-management-for-people-living-with-canc
305,Association between ACTN3 R577X genotype and risk of non-contact injury in trained athletes: A systematic review,"Clark, C. C. T.",17-Jul-21,https://pureportal.coventry.ac.uk/en/publications/association-between-actn3-r577x-genotype-and-risk-of-non-contact-
306,Association between carbohydrate quality index and general and central obesity in adults: A population-based study in Iran,"Clark, C. C. T.",Dec-21,https://pureportal.coventry.ac.uk/en/publications/association-between-carbohydrate-quality-index-and-general-and-ce
307,Association Between Mental Imagery and Change of Direction Performance in Young Elite Soccer Players of Different Maturity Status,"Clark, C. C. T.",10-Jun-21,https://pureportal.coventry.ac.uk/en/publications/association-between-mental-imagery-and-change-of-direction-perfor
308,"Association between physical education classes and physical activity among 187,386 adolescents aged 13-17 years from 50 low- and middle-income countries","Clark, C. C. T.",1-Sep-21,https://pureportal.coventry.ac.uk/en/publications/association-between-physical-education-classes-and-physical-activ
309,Association of Vitamin D Status with SARS-CoV-2 Infection or COVID-19 Severity: A Systematic Review and Meta-analysis,"Clark, C.",Sep-21,https://pureportal.coventry.ac.uk/en/publications/association-of-vitamin-d-status-with-sars-cov-2-infection-or-covi
310,Associations between movement behaviours and obesity markers among preschoolers compliant and non-compliant with sleep duration: A latent profile analysis,"Clark, C. C. T.",8-Sep-21,https://pureportal.coventry.ac.uk/en/publications/associations-between-movement-behaviours-and-obesity-markers-amon
311,Associations Between Variations in Accumulated Workload and Physiological Variables in Young Male Soccer Players Over the Course of a Season,"Clark, C. C. T.",18-Mar-21,https://pureportal.coventry.ac.uk/en/publications/associations-between-variations-in-accumulated-workload-and-physi
312,Associations of toothbrushing behaviour with risks of vascular and nonvascular diseases in Chinese adults,,Dec-21,https://pureportal.coventry.ac.uk/en/publications/associations-of-toothbrushing-behaviour-with-risks-of-vascular-an
313,A Systematic Review and Meta-analysis of the Medical Error Rate in Iran: 2005-2019,"Clark, C. C. T.",Jul-21,https://pureportal.coventry.ac.uk/en/publications/a-systematic-review-and-meta-analysis-of-the-medical-error-rate-i
314,Authors' Reply to 'Comment on: Bempedoic Acid and Ezetimibe for the Treatment of Hypercholesterolemia: A Systematic Review and Meta-Analysis of Randomized Phase II/III Trials',"Clark, C. C. T.",May-21,https://pureportal.coventry.ac.uk/en/publications/authors-reply-to-comment-on-bempedoic-acid-and-ezetimibe-for-the-
315,Automatic recognition of uterine contractions with electrohysterogram signals based on the zero-crossing rate,"Xu, Y.",21-Jan-21,https://pureportal.coventry.ac.uk/en/publications/automatic-recognition-of-uterine-contractions-with-electrohystero
316,Bariatric surgery reduces branched-chain amino acids’ levels: A systematic review and meta-analysis,"Clark, C.",Mar-21,https://pureportal.coventry.ac.uk/en/publications/bariatric-surgery-reduces-branched-chain-amino-acids-levels-a-sys
317,Behavioural strategies to self‐manage low‐potassium diets in chronic kidney disease,"Lycett, D.",Sep-21,https://pureportal.coventry.ac.uk/en/publications/behavioural-strategies-to-selfmanage-lowpotassium-diets-in-chroni
318,Behaviour Change Communication: Family and Community Approaches,,25-May-21,https://pureportal.coventry.ac.uk/en/publications/behaviour-change-communication-family-and-community-approaches
319,Bempedoic Acid and Ezetimibe for the Treatment of Hypercholesterolemia: A Systematic Review and Meta-Analysis of Randomized Phase II/III trials,"Clark, C. C. T.",Jan-21,https://pureportal.coventry.ac.uk/en/publications/bempedoic-acid-and-ezetimibe-for-the-treatment-of-hypercholestero
320,Beyond the Glass Ceiling—Do Women in Senior Positions Face a Precarious Glass Cliff?,"Szczepura, A.",Jun-21,https://pureportal.coventry.ac.uk/en/publications/beyond-the-glass-ceilingdo-women-in-senior-positions-face-a-preca
321,Body adaptation to Dance: A Gerontological Perspective,"Clark, C. C. T.",23-May-21,https://pureportal.coventry.ac.uk/en/publications/body-adaptation-to-dance-a-gerontological-perspective
322,Brain function during central fatigue induced by intermittent high-intensity cycling,"Clark, C. C. T.",Sep-21,https://pureportal.coventry.ac.uk/en/publications/brain-function-during-central-fatigue-induced-by-intermittent-hig
323,Breastfeeding and risk of childhood asthma: a systematic review and meta-analysis,"Kurmi, O. P.",Dec-21,https://pureportal.coventry.ac.uk/en/publications/breastfeeding-and-risk-of-childhood-asthma-a-systematic-review-an
324,Changes in physical activity and sedentary behaviour due to enforced covid-19-related lockdown and movement restrictions: A protocol for a systematic review and meta-analysis,"Clark, C. C. T.",14-May-21,https://pureportal.coventry.ac.uk/en/publications/changes-in-physical-activity-and-sedentary-behaviour-due-to-enfor
325,"Children’s perspectives and experiences of health, diet, physical activity and weight in an urban, multi-ethnic UK population: a qualitative study",,Sep-21,https://pureportal.coventry.ac.uk/en/publications/childrens-perspectives-and-experiences-of-health-diet-physical-ac
326,Clinical Evaluation of Respiratory Rate Measurements on COPD (Male) Patients Using Wearable Inkjet-Printed Sensor,"Liu, H.",11-Jan-21,https://pureportal.coventry.ac.uk/en/publications/clinical-evaluation-of-respiratory-rate-measurements-on-copd-male
327,Clinical evaluation of stretchable and wearable inkjet-printed strain gauge sensor for respiratory rate monitoring at different measurements locations,"Liu, H.",May-21,https://pureportal.coventry.ac.uk/en/publications/clinical-evaluation-of-stretchable-and-wearable-inkjet-printed-st
328,Clone detection in 5G-enabled social IoT system using graph semantics and deep learning model,"Shah, S. A.",Nov-21,https://pureportal.coventry.ac.uk/en/publications/clone-detection-in-5g-enabled-social-iot-system-using-graph-seman
329,Comparison of Newtonian and Non-newtonian Fluid Models in Blood Flow Simulation in Patients With Intracranial Arterial Stenosis,"Liu, H.",6-Sep-21,https://pureportal.coventry.ac.uk/en/publications/comparison-of-newtonian-and-non-newtonian-fluid-models-in-blood-f
330,Comparison of the Effect of Soy protein and Whey protein on Body Composition: A Meta-Analysis of Randomized Clinical Trials,"Clark, C. C. T.",11-May-21,https://pureportal.coventry.ac.uk/en/publications/comparison-of-the-effect-of-soy-protein-and-whey-protein-on-body-
331,Competition-Congestion-Aware Stable Worker-Task Matching in Mobile Crowd Sensing,"Wang, J.",Sep-21,https://pureportal.coventry.ac.uk/en/publications/competition-congestion-aware-stable-worker-task-matching-in-mobil
332,Completing missing prevalence rates for multiple chronic diseases by jointly leveraging both intra- and inter-disease population health data correlations,"Wang, J.",19-Apr-21,https://pureportal.coventry.ac.uk/en/publications/completing-missing-prevalence-rates-for-multiple-chronic-diseases
333,Consistency in Geometry Among Coronary Atherosclerotic Plaques Extracted From Computed Tomography Angiography,"Liu, H.",12-Oct-21,https://pureportal.coventry.ac.uk/en/publications/consistency-in-geometry-among-coronary-atherosclerotic-plaques-ex
334,Contactless Small-Scale Movement Monitoring System Using Software Defined Radio for Early Diagnosis of COVID-19,"Shaha, S. A.",1-Aug-21,https://pureportal.coventry.ac.uk/en/publications/contactless-small-scale-movement-monitoring-system-using-software
335,"Correction to: How Does Fat Mass Change in the First Year After Bariatric Surgery? A Systemic Review and Meta-Analysis (Obesity Surgery, (2021), 31, 8, (3799-3821), 10.1007/s11695-021-05512-9)","Clark, C. C. T.",22-Dec-21,https://pureportal.coventry.ac.uk/en/publications/correction-to-how-does-fat-mass-change-in-the-first-year-after-ba
